"TOA5","19171","CR1000X","19171","CR1000X.Std.04.02","CPU:GEMINI_weatherstation_2023.CR1X","64682","Table1"
"TIMESTAMP","RECORD","AirTC","RH","PanelT","PPF","windSpeed","windDirection","GustWindSpeed","AirTemp","XOrientation","YOrientation","CompassHeading","N_Wind","E_Wind","GustWindSpeed2"
"TS","RN","Deg C","%","","","m/s","Â°","m/s","Â°C","Â°","Â°","Â°","m/s","m/s","m/s"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-09-05 00:00:05",1029299,17.17,71.67,0,0,0.55,166.4,0.55,17,0.9,0.6,0,-0.54,0.13,0.55
"2023-09-05 00:00:10",1029300,17.17,71.69,0,0,0.76,148.2,0.76,16.9,0.6,0.7,0,-0.65,0.4,0.76
"2023-09-05 00:00:15",1029301,17.17,71.69,0,0,1,173.8,1,17.1,0.8,0.6,0,-0.99,0.11,1
"2023-09-05 00:00:20",1029302,17.17,71.67,0,0,1.13,159.2,1.13,17.2,0.6,0.7,0,-1.05,0.4,1.13
"2023-09-05 00:00:25",1029303,17.17,71.61,0,0,0.69,179,0.69,17.3,0.9,0.8,0,-0.69,0.01,0.69
"2023-09-05 00:00:30",1029304,17.17,71.59,0,0.001,0.68,123.1,0.68,17.2,0.9,0.8,0,-0.37,0.57,0.68
"2023-09-05 00:00:35",1029305,17.17,71.56,0,0.001,0.88,164.6,0.88,17.2,0.7,0.7,0,-0.85,0.23,0.88
"2023-09-05 00:00:40",1029306,17.17,71.55,0,0,0.7,134.6,0.7,17.2,0.9,0.7,0,-0.49,0.5,0.7
"2023-09-05 00:00:45",1029307,17.17,71.55,0,0,1.01,129.9,1.01,17.1,0.8,0.7,0,-0.65,0.77,1.01
"2023-09-05 00:00:50",1029308,17.17,71.57,0,0,1.01,133.7,1.01,17.1,0.7,0.7,0,-0.7,0.73,1.01
"2023-09-05 00:00:55",1029309,17.17,71.57,0,0,0.92,138.5,0.92,17.3,0.7,0.8,0,-0.69,0.61,0.92
"2023-09-05 00:01:00",1029310,17.17,71.53,0,0.001,0.88,130.8,0.88,17.4,1,0.5,0,-0.58,0.67,0.88
"2023-09-05 00:01:05",1029311,17.17,71.54,0,0,0.7,120.6,0.7,17.2,1,0.7,0,-0.36,0.6,0.7
"2023-09-05 00:01:10",1029312,17.17,71.55,0,0,0.81,159.2,0.81,17.1,0.9,0.5,0,-0.76,0.29,0.81
"2023-09-05 00:01:15",1029313,17.17,71.57,0,0,0.72,136.6,0.72,17.1,0.7,0.6,0,-0.52,0.5,0.72
"2023-09-05 00:01:20",1029314,17.17,71.67,0,0.001,0.81,128.1,0.81,17,0.8,0.5,0,-0.5,0.64,0.81
"2023-09-05 00:01:25",1029315,17.17,71.73,0,0.001,0.56,117.4,0.56,16.9,1,0.5,0,-0.26,0.5,0.56
"2023-09-05 00:01:30",1029316,17.17,71.73,0,0.001,0.56,164.4,0.56,16.9,1.1,0.7,0,-0.54,0.15,0.56
"2023-09-05 00:01:35",1029317,17.17,71.71,0,0.001,0.75,122,0.75,17,0.9,0.7,0,-0.4,0.64,0.75
"2023-09-05 00:01:40",1029318,17.17,71.73,0,0,0.81,104.4,0.81,17,0.9,0.8,0,-0.2,0.78,0.81
"2023-09-05 00:01:45",1029319,17.17,71.71,0,0.001,0.81,111.5,0.81,17.1,0.7,0.5,0,-0.3,0.75,0.81
"2023-09-05 00:01:50",1029320,17.17,71.71,0,0.001,0.65,124.6,0.65,17.2,1,0.6,0,-0.37,0.53,0.65
"2023-09-05 00:01:55",1029321,17.17,71.71,0,0.001,0.81,111.8,0.81,17.3,0.8,0.7,0,-0.3,0.75,0.81
"2023-09-05 00:02:00",1029322,17.17,71.75,0,0,0.73,128.6,0.73,17.1,0.9,0.5,0,-0.45,0.57,0.73
"2023-09-05 00:02:05",1029323,17.17,71.77,0,0,0.8,126.6,0.8,17.1,0.9,0.6,0,-0.48,0.64,0.8
"2023-09-05 00:02:10",1029324,17.17,71.81,0,0,1.2,122.1,1.2,17.1,0.8,0.5,0,-0.64,1.01,1.2
"2023-09-05 00:02:15",1029325,17.17,71.81,0,0,1.01,135.4,1.01,17.2,0.8,0.4,0,-0.72,0.71,1.01
"2023-09-05 00:02:20",1029326,17.17,71.79,0,0.001,1.18,139.6,1.18,17.2,0.8,0.5,0,-0.9,0.76,1.18
"2023-09-05 00:02:25",1029327,17.17,71.75,0,0,1.33,148,1.33,17.2,1,0.6,0,-1.13,0.71,1.33
"2023-09-05 00:02:30",1029328,17.17,71.75,0,0,1.04,140.5,1.04,17.3,0.6,0.5,0,-0.8,0.66,1.04
"2023-09-05 00:02:35",1029329,17.17,71.75,0,0.001,1,127.2,1,17.1,0.9,0.6,0,-0.6,0.8,1
"2023-09-05 00:02:40",1029330,17.17,71.75,0,0.001,0.96,109,0.96,17.1,0.8,0.5,0,-0.31,0.91,0.96
"2023-09-05 00:02:45",1029331,17.17,71.77,0,0.001,1.25,107.1,1.25,17,0.8,0.6,0,-0.37,1.19,1.25
"2023-09-05 00:02:50",1029332,17.17,71.73,0,0.001,1.45,122.3,1.45,17.2,0.9,0.6,0,-0.78,1.23,1.45
"2023-09-05 00:02:55",1029333,17.17,71.67,0,0,1.26,102.9,1.26,17.3,0.7,0.6,0,-0.28,1.23,1.26
"2023-09-05 00:03:00",1029334,17.17,71.69,0,0,1.1,104.2,1.1,17.1,0.9,0.6,0,-0.27,1.07,1.1
"2023-09-05 00:03:05",1029335,17.19,71.75,0,0,0.85,103.7,0.85,17.1,0.8,0.6,0,-0.2,0.83,0.85
"2023-09-05 00:03:10",1029336,17.19,71.79,0,0,1.01,94.4,1.01,16.9,1,0.6,0,-0.08,1.01,1.01
"2023-09-05 00:03:15",1029337,17.19,71.83,0,0,1.41,112.5,1.41,17.1,0.8,0.5,0,-0.54,1.3,1.41
"2023-09-05 00:03:20",1029338,17.19,71.83,0,0.001,1.46,151.6,1.46,17,0.9,0.8,0,-1.29,0.7,1.46
"2023-09-05 00:03:25",1029339,17.19,71.87,0,0,1.07,102.4,1.07,16.9,0.7,0.7,0,-0.23,1.04,1.07
"2023-09-05 00:03:30",1029340,17.19,71.87,0,0,1.21,120.4,1.21,17.1,0.8,0.7,0,-0.61,1.05,1.21
"2023-09-05 00:03:35",1029341,17.19,71.89,0,0.002,1.21,105.4,1.21,16.9,0.9,0.4,0,-0.32,1.17,1.21
"2023-09-05 00:03:40",1029342,17.19,71.9,0,0,0.63,144.1,0.63,17.1,0.7,0.8,0,-0.51,0.37,0.63
"2023-09-05 00:03:45",1029343,17.19,71.91,0,0,1.2,119.9,1.2,17,1,0.6,0,-0.6,1.04,1.2
"2023-09-05 00:03:50",1029344,17.19,71.89,0,0,1.41,147.5,1.41,17.1,0.8,0.7,0,-1.19,0.76,1.41
"2023-09-05 00:03:55",1029345,17.19,71.83,0,0,1.25,104.6,1.25,17.2,0.9,0.7,0,-0.31,1.21,1.25
"2023-09-05 00:04:00",1029346,17.19,71.83,0,0,0.95,123.5,0.95,17.1,1,0.7,0,-0.52,0.79,0.95
"2023-09-05 00:04:05",1029347,17.19,71.84,0,0.001,0.78,117.5,0.78,17.1,0.8,0.5,0,-0.36,0.69,0.78
"2023-09-05 00:04:10",1029348,17.19,71.85,0,0.001,1.15,130.5,1.15,17,0.7,0.5,0,-0.75,0.88,1.15
